job_id,title,company,location,salary,description,posted_date,url,employment_type,remote,company_rating,level,is_it_job,it_confidence,it_skills,it_reason
a94ef333aa997a5a,Software Developer,MACLEAN ENGINEERING & MARKETING CO. LIMITED,"Lively, ON P3Y 1K7",,"POSITION TITLE: GUI Software Developer III - Autonomous Vehicle Systems LOCATION: Sudbury or Collingwood, Ontario About the Position: The successful candidate will be working as a member of the Autonomous Vehicle Systems (AVS) team. This is a fast-moving, multi-disciplinary team deploying cutting edge technology on mobile machines in the underground hard-rock mining industry. Working on a roadmap towards fully autonomous robotic mining, the role will lead the architecture and development of a suite of user interfaces for autonomous underground mining vehicles. The successful candidate will have an opportunity to be at the center of a rapidly growing technology sector which is solving real problems underground. The ideal candidate will have experience in several of the following areas: Designing and building high performance user interfaces for complex systems (preferably for robotics or remotely operated vehicles) Writing, testing and maintaining high quality code in C++ and/or Python Relevant GUI frameworks such as Qt or similar Deployment of software in an industrial setting (preferably on Linux targets) Shipping production grade applications using containerization tools such as Docker Professional software development practices including version control, test-driven development and continuous integration Agile software development in a team environment Familiarity with robotics, ideally with ROS2 Typical duties in this role will include: Participate in the full software engineering lifecycle: requirements, design, source code implementation, unit test, integration, and system test Contribution to major software release plans that align with the technology roadmap Collaborate with designers, developers and users to ensure the complete solution meets performance, and reliability requirements Design and implement user interfaces to communicate the state and functionality of autonomy systems using video, text, 2D, and 3D graphics Supporting deployment of autonomous vehicles at active mine sites Design and implement appropriate APIs between the robotics and UI teams Develop and execute tests to verify behaviour and performance Follow Agile development methodologies and work effectively in Scrum teams Essential Qualifications: The successful candidate must be willing to learn, open-minded and flexible, organized and detail oriented, team oriented, disciplined, and must have a positive attitude, along with the following qualifications: A relevant Degree from a recognized post-secondary institution 4+ years of front-end software development experience Eligibility for licensing through OACETT or PEO is an asset Experience developing production grade Python and C++ code Solid understanding of object-oriented programming principles An interest in robotics and autonomous vehicles Experience in shipping and supporting products Excellent verbal and written communication skills in English, proficiency in other languages is an asset Please note that employment with MacLean Engineering is contingent upon the successful completion of a background check conducted by our third-party provider, Sterling Backcheck. This process may include verification of employment history, education, and a criminal record check, depending on the requirements of the position. A clear and satisfactory result is required for all candidates prior to the confirmation of employment. MacLean Engineering & Marketing Co. Limited is an equal opportunity employer and is committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act (2005). MacLean Engineering & Marketing Co. Limited will provide accommodations to job applicants with disabilities throughout the recruitment process. If you require an accommodation, please notify us and we will work with you to meet your needs.",2024-03-19,https://ca.indeed.com/rc/clk?jk=a94ef333aa997a5a&bb=dZqYOyGWHROQbyrZEYgIHOitI4ixzwaojfkwcra2tYSmrVOB3_AK2r9cSn71OcIAKUsLLvLpyrmy0Xsr5igQjD_Ja0C5YYQ_U1LWXCyXdmGqpzD0qfXQARKbw6dhtU8wWf5XzgGCqX3nvrg8QWFGI-mI-GQQseTysGO6a541_o0VKMUn4WRz5WobB04AlKG00S7NSBtQgdDDhSM1QLZXuuP5TwHEj9_-anfVXn2pbJ4%3D&xkcb=SoCR67M3kFLH9uWEiZ0LbzkdCdPP&fccid=399afa00896939a4&vjs=3,,False,3.8,unknown,True,0.591,"['docker', 'linux', 'python']","IT job: title keywords [software, developer]; 3 skills [docker, linux, python]"
da351aec38ee124c,"Systems Administrator, Communications (Appendix D)",Cambrian College,"Greater Sudbury, ON P3A 3V8",$40–$40 HOURLY,,2026-04-09,https://ca.indeed.com/rc/clk?jk=da351aec38ee124c&bb=dZqYOyGWHROQbyrZEYgIHPaj9JFI8tq2U8HVD7fqEwL8amY10FJB2VZ4gsc5Hq1F7l5sF9A8UZEQsFgIK93I6LztHNnWPNh4YwNBu39pjouKXSUznf-RNHAk1vOg1p9WCI61y42WDsVB_fHd3k4gLhx5eDX8Rw9Ze7mp7n5Z7baAyk8RSUgLZZ0H23lIO-gyU_tMsHT9XcoMfxZ0Dhkorb-RZvmQEI2m-GP05JmEJMA%3D&xkcb=SoAl67M3kFLH9uWEiZ0KbzkdCdPP&fccid=1bdc05ba521c0224&vjs=3,,False,4.4,unknown,True,0.175,[],IT job: title keywords [systems]
2747b2dea6323643,Technical Service Representative,CTS Canadian Career College,"Greater Sudbury, ON P3C 1R8",$23–$25 HOURLY,,2026-04-09,https://ca.indeed.com/rc/clk?jk=2747b2dea6323643&bb=dZqYOyGWHROQbyrZEYgIHDor239d6Ni1Gy5gbPtPIhPVe-9nWF9aUnjQSBiOuED8CvRlqw8aiFiLV5o__8I9Tpzxj3TmnxWAXuFZ2I5auHzUugq8xFhbHwanasTcJhNAxpv3IduYtXqAc6MTsSr15_9Ku9JvKUlYBI9bcxkt5Axh-u22tyht7IwjFK6NBL9V_AUB8fapF5mpmI0q6-Xs_YnAKjdPA7jWYs21M4yeAkc%3D&xkcb=SoC467M3kFLH9uWEiZ0JbzkdCdPP&fccid=b7cced6ded64de71&cmp=CTS-Canadian-Career-College&ti=Technical+Support+Representative&vjs=3,"Part-time, Permanent",False,4.3,unknown,False,0.051,[],Not IT: no IT title keywords; no technical skills
0ae4db507cf430ec,Junior Corporate Law Clerk,MLA Law,"Greater Sudbury, ON P3C 4Y1","$50,000–$60,000 YEARLY",,2026-04-10,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ClCbtj5vTb_F7oVjp6rLIn_d3_KRxrRyLzE0_aWVMHp8q9lVUULzGdlJ7h0r72fT3yxk5vi4GnGur_14fbA9WxkagASyO98umiQzr8at4zkhsukpkDO1_dIDmAJMAkZw71tqYICCzllN_wAAVNAo1HbUdYsYXhm5ksHGB9MJ-khI9Gc3iLG3091jMKEoRnUsLfcgvmW6c9bUbCoT8R7eABiWSYBWxR-jLJmjm3ivIpAK5DML0gSogcmMkvenw8NKxkRCoLYVAwYtwc_ko9tyN8vily6Ht1FHuOM-t4Epw69sR9NNfXbdOBBPVRhyQFQ__ox8aSX_kh1ZPvNjR9bM-TZ1rxq85XOgwpTie_ieNdoi-jaKluvAjDTWdyus6MhGEGe1SffwmEUH9xaLjXKwjmgbs3JCF_pFpity_A9YdWmQ4X6Om8VbxO9ThSq7z-N2AqKLSjsGPCr-DiXYFgnBb-zH0myD_iY9QEgwsENzpHbe02pttW6Yajb1jxP8ltgyxz5K2Wj_rB4i7Dl8sA68n9FOoggt1gdowWgKA9LzjFE7-GSPXRmuTnHD5pJ0mmQhIVFUr8hKmDU4-rlqeEbnY19vH9dGf5bi7HjSezRVOuUTApMAwCVJeFG4NnzVHuOL8-sv-TZIKODJ9k6PtIXxVg4qW2V1lASxrQoJIiUf13UiOifY2dB207EjK6bmLwaNFIivzV51qGmdXKwCPUoFK01k5FdcyFQPRTaR-brAOIXVCvSdDgqS26KFWuLnSWDINmrEBZL2MU4hBHRW8FsGZ3eKd0JZSTOe-8DkOQ-x3_VBtfYZRkulhA&xkcb=SoD46_M3kFLH9uWEiZ0IbzkdCdPP&camk=C3EPSzFlQw_Wn_U_RE7AXw==&p=3&fvj=0&vjs=3,"Full-time, Permanent",False,,junior,False,0.0,[],"Not IT: blacklisted title terms [clerk, law]; no IT title keywords; no technical skills"
f7f39fb50dce1f5b,Facilitator and Resource Developer,Oahas,"Greater Sudbury, ON P3C 1R8","$56,531–$60,000 YEARLY",,2024-12-19,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CuCpc3JgAnmDPox0Pa7M5L-dWr-MqheEdfbKG0eJS-G014i4m44V2abKaFctzRZ9TJPycltJ23rLghjhuFL6_Thdm1qiJAbPlCbQSNtfWzeeyiQY1O8rfoWnrMLrYsnVDbkpVTVVuP7Oci9dw4OD1MIdPY3nWVuAPwjX_1IphxF_2vOn9DEjpxkEZaCA7PWZSfx6POMZAuV8h0gtoh2wKc9bBjfrR5bk5FeoazFHO1UZ2jBAHEs9iY0QSWR5suXAMZTfVMziyPB3N6HFl4gR0BkjyqqxulOAq30QihQ__E7oOpyaiT0NwPs7mOC59VBzMoqYhRd08F2OGcccrdQ8Ki6PEsEzft5bfw2J0Okscl9VMXN_OIut-d74Ha-Z8NlVAisxobANIXH-GKTUl3IJTLJnpdMUZWP3FttnOnRhiP50tBrbpym9YwIYSdMehzo3hTPRiiD1j3aHxfvLOGFfgm_zsAcFY3VVSepoGSw8CJZU30VB-iCih14BOMyVDZvJiE3iwxZuryKodfRsN62UirZT9JZ6-DE6Z5ZyuI9EIyTYnNVgq-O8vrB7XMZb_6KR0WaNqPOFvccaeE887KnmYtDZOkFSGfgyV2NCi1zwtDvXeP0GIveBZTNTYxC3o19AGdsXbYBDqRGItd5pUBHZ5r3vFEeLbXmKILj7pjXoRWLsIPMGVmClJbht_xC09daM6NlirXLSxxlv-SbmExLlulXv3ronl4JYzdkjdMCRLndA1oScE8lY3LLlRGNP19GPb0CrVc9ZuiSwq_KjMmd2Nljtus0MX5tZW665TMMKVHOtMTvMzlpOAZSG4IqEAAsE6lq9wO5b4auA==&xkcb=SoB26_M3kFLH9uWEiZ0PbzkdCdPP&camk=C3EPSzFlQw_VdqrWjM7KJQ==&p=4&fvj=0&vjs=3,,False,,unknown,True,0.175,[],IT job: title keywords [developer]
d0beb1f2f9143c72,Solution Architect - NetOps - Remote,Compugen Inc,Canada,$75–$80 HOURLY,,2026-04-09,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DR4GiK6CUKhkGG-NaBlbw_pIURb9Jhix8hN__aZXgF68yK75Ij4T_ewKNygg4XR0cE5L4DsBJqabB0quTpAmQ_Kj7Slo2xUK9WdWr0V2NrklBvAgMX7nUt8m_XqC6N98QM06cbmfTurZdr4yA-JLw-tXaQUll_Zj6fq8AhxADPhPUEy59kOInxfV3lOwk0-dGWbZZrPpzrcqtkVSfSEWL9mMjPkLwjT-11WtsFegPLkK5AzqnxCzcfU9uxKgNqmEqlodJ1bztRTiP5kdmeBXRqxMlXdMojtxLvWll_6lDpxLaFuRZD5-Aq_ZmZKx3BEi_3Iu4SxF85fLzLkF9aK3L4ZvWquxraC5f2urBgOI0dSzH5TVFzkh2GkrKqQYYHMivUg2QJMHaszubUfVkeb-rKDb4eD11k55uxdFSx0n3yiq_QT94OJn31D9SZiDGZpbQaclrI7wV0N8IuIY-uOpiATfMDQMz5kxOj_9KWO69GY8gijy0i2PYDSSTjGWNlNOc9AS-UgJAZcAtJ0GX63xmrPCn8TJkJbbfCDUamAOyAi6HpFm_p6DQtklQRNom2SZSBRT_qbj0hFdO-Il0EssNCyyzOVTSPHTDVIftIiZ-AG_4GQXyE6S4HCeoMOen0JAfuqaDyDPXbfjPGmO90XcIHUpSpJHi1SDtcw2wJPx6GDvUGrBz5vma4XTmGW2E4fK-oKY4Di77td6TcpLZddnj4nwcC0fsl8NZPCQOP9LxUOPoR4V__3zpMrxoBnYuhf9g_K6SsIJ8-lg1HHLMiCtd1if6SX4Z-SOA1bssSWds4TPFvWWZJ9yJNRk0kabwA0koY2x1F1YkihZZT0NYrdNfEEZom9XTQiC0=&xkcb=SoDC6_M3kFLH9uWEiZ0ObzkdCdPP&camk=f416UQcMBpDFB8dofYKxiA==&p=5&fvj=0&vjs=3,Contract,False,3.1,unknown,True,0.175,[],IT job: title keywords [architect]
f08a5bcdce821ed5,Marketing Research and Analytics Intern,Science North,"Greater Sudbury, ON P3E 5S9","$39,130–$39,130 YEARLY",,2026-04-10,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CstliqjRyknX5FtFLRzuZHBAuJuEPegN0YnMa6x-G20DSy6tLa6zIv0je3F4d4QfcR7m-rqZpRmHRteRBRFmn8H3GVp9M_tgcxXPz_9QAF0tTMYusppDoZY3Km-DrsYHqrmk7NUzdN6sVcekhf8a4d8GutgUm0ijCShUGeEGPSLjsv1FLJ0LWzrbhYVaUGwY2m5DpWsqvUA9d503yrjxbJNrPDiv4a2cRxWLfl1lkNLTaNgMUTx_-MkZyBACkYLCHiIia96lgfIFx8finIOpG-IKkehUEwsd3dhJAB79xS_zsYMvRUp1yW8RPtyrPAY4L99jy5AUmSe2ZT_jv614aggFxyoEOae3vR670cFLFGsKEnwg0d0zDj9jb_sucoPWZnPnIXdX4Q0ELjMNurtSfsdjfwRsJuU2FCn_v6_r9SawmeJ7gWXFSHgHIrdtlHRNlsirdzXmeil-wl1nymJzkHQTJxpUz2hEjYKaYdXybnQ-xTjasYgBOCBSZFGi4TEmIS6AsWUUnmGW6L3tHzgS9Bp21AE86N5f_wYpn3Z0zZaaZBi4PVtGTj75BqUg8gZWuHyHQ59WqNAwAnlnwh49r1B4hSSAGby0ThZXSF7Y6OU2YoVN6OVNWAefdGXOfxJ8vcDWKTUrdSUvo9gWw5HRUIkgzmybt0AWgSW_SYLzvEAVqvF8_BXYrgDun8tYJftMDtZC5uCDFqzzuY1xZ710oP8ETg2VRwH2b77zJ8tV2E6QMrw0te4yd1cd-gmsSFU2h-qHp9u4PnSHZmd6JmaMmAsO1byZN4yuAV28IJtjCancxRN9VC8wvqNBQ2G4KS4KDZPoXWIl9bGw==&xkcb=SoBf6_M3kFLH9uWEiZ0NbzkdCdPP&camk=ethIe0s0hec-BDECJMIorA==&p=6&fvj=0&vjs=3,,False,3.6,intern,False,0.0,[],Not IT: no IT title keywords; no technical skills
5b689de0c048bef9,"Mines Technologist, Fixed-Term",Vale,"Greater Sudbury, ON","$83,768–$83,768 YEARLY",,2026-04-08,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQyIsrLPX77HmZ3BvK7D3JLq1QHxP3e8mz12KCI0527NwF2ZJKYonETi6Tkf28zYSWrShsNJQ3DRrGiJEjwny5EJizYtV0mD1ZLAGGvx83aLfYw0SXCdGQj-nL_fqpq4DamTn0Vap8pOd6xGmG_DJmMH_2Jpb-IPG1qtjoEOmpsEc6ug6zMn2vlWB4yhHSqFPr_kuLDLsCpUpAdjabiK1cAHWk3NsnX-ma_2ObnCcWjtpciqcxp7DFYJ3lXUsMToagACVpsB2jCWBEKw3xClGmJeOtktEZQ-XqZrxFXi3jY-F2z3BfiDpcFoHVcSuEwumAktuL8cGCYAbup6HhBGIGBPw4myxpW0tjOCw6MKl5_rLQZ_j4T_iILcqIUsiKmSxU_Mt4c2W-iDHdNQXJxIUAXsdz48EcyYaYgrgzNATKRHNKTnMLXmteebR-mGOgFK89PKJginWmrhmWd5TGOs-dKUGkaJz4P-wKsuyj_IkUoj5dUiZKg-1Y-bNoKq7qhf_D6kWAUz4s6sYiuFKENX2s_dnHqgMf0Dac3nptA4j394ea0zmkkG4EIosKTR1EqbW8tS8Co1vgNA6NQ0iurIlJrO3OEWHcgOzzEEVs8g6WPW81OmAdGXKOApHB5dZXqt7TAncVJQ2xudGiWGG4wdg4d9CgQbPHoo7ZV4ybwNpF6lyAsvvoLxPBk6S5GZGkQuhg8V4OM4XVAKnvYzQhKMkqsPCAh1o2svXakRaS_Ya9JvtGgciHeYZqjKpfzTeYy6RBembpm9l6Dw==&xkcb=SoDr6_M3kFLH9uWEiZ0MbzkdCdPP&camk=G42KULXkIwNoyD3W-9_qdQ==&p=7&fvj=0&vjs=3,,False,4.3,unknown,False,0.0,[],Not IT: no IT title keywords; no technical skills
b718329cd4f012a9,Telecommunications Technician,New Horizons Communications,"Greater Sudbury, ON","$40,000–$65,000 YEARLY",,2026-04-12,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiX7C0aKLapWgOMMqBT-2_O2hVnW-Sr5e_3oO8HgmOeOWOMSsSu1P-5_WROTi6gjV1y0H1-QjP6IV4FckZWddb1LPnKK8u3kcgmJMM50fIR-W54Xolo6Y4ZGlnTsjtHO5YRB_oIURPz1PdZQ4Fa-j7HmGPcsDgBPCxEbjtOQfJhbN_CCDSRvWNVHJypi60L777QlnD6LGox0KTRY4jNEMU3tbbKKnnL_pbfdIJMfQn1BsmYBpZapCObTHSusuoPCejZ3QufjVIH86l-iSqCNYSYYZNO8aK1z5ZokBgCZWG0edQl0a8w6rxc3JF9DMGuIlmH4uT9gPwTgcmJmHHnoocf3rnBywMNFTU4xWUWKw0m4Zj2COZfs9coVb402mmycNUIGy2QLdfU8YGKHyrq-ji_oFP-3v4XVJoXPhnjcSCGzmM1LJENhXREhchd0AscfEfEoRloaza-rFSqTqIJLB73rdIdguNM8h5jHLxk0lssIIo6c05RXuiKXz6_YhxPC_iM3xA4FfloeVktcsjPS_Alzkkg1rIlYB_pZDqdY0ySjy9JzK0hORf41maifQ4N-AuC7aZ0ObMT5kenTvpf-F2DZVesv_S3MkLNWRQAubuDpmrncdF2f-6Fol9tUr0GXWIyX1GGWLfOpJqGuf82OZuborlX5b-LQ8zdKZo-bDpM_4irVv0agIXA8ibkOgWJBquVATVN7vYmcFCvzq8TKOMRF4kYGcQbDdlYrfXNbgFTYNxQA1h3_FAc-01DSUeFIyq-ZkveQJEF4DU3BfYOLzFIqA1aJZqzyQr2VALNQ3b5pelo79rNVhr&xkcb=SoAC6_M3kFLH9uWEiZ0DbzkdCdPP&camk=C3EPSzFlQw-LbMIZC9AuHQ==&p=8&fvj=0&vjs=3,"Full-time, Permanent",False,,unknown,False,0.0,[],Not IT: no IT title keywords; no technical skills
caf6afbfa37091c7,Product Manager,Consat,"Greater Sudbury, ON P3E 3L7",,,2026-03-30,https://ca.indeed.com/rc/clk?jk=caf6afbfa37091c7&bb=dZqYOyGWHROQbyrZEYgIHMaXj3ev0xJu-EXEBH_FsiGzOZJrpxoY9SorlXoduwx1JqB2KZzzFznCEqUbcmUZEPARwMvhNTNHX8qPhPkD1G2gFrpAlcO9QElLRTpPU0CDdSLLN74P41X_7nDY6RmwwRxr_ncENha6lQkG2MYErpCXt61MrLpgjJatRKGSqfVHv4idI6K2WLtAyDff42Nom2i-fcSbl8aI&xkcb=SoBC67M3kFLH9uWEiZ0CbzkdCdPP&fccid=60c3e16f4800dde0&vjs=3,,False,,unknown,False,0.0,[],Not IT: no IT title keywords; no technical skills
